Date,Open,High,Low,Close,Adj Close,Volume
2015-06-01,263.739990,264.700012,257.010010,259.679993,259.679993,191600
2015-06-02,259.679993,261.970001,258.649994,260.220001,260.220001,144000
2015-06-03,259.950012,262.540009,259.149994,261.320007,261.320007,64400
2015-06-04,260.940002,261.519989,257.100006,259.309998,259.309998,162200
2015-06-05,258.700012,261.500000,257.299988,260.380005,260.380005,153100
2015-06-08,259.549988,260.940002,253.750000,255.690002,255.690002,190400
2015-06-09,256.040009,257.690002,248.520004,249.350006,249.350006,219500
2015-06-10,249.889999,253.509995,249.009995,249.330002,249.330002,197100
2015-06-11,249.619995,253.100006,249.529999,252.080002,252.080002,175900
2015-06-12,250.750000,254.380005,250.080002,253.229996,253.229996,132100
2015-06-15,252.250000,252.250000,247.240005,248.190002,248.190002,164700
2015-06-16,247.000000,253.990005,247.000000,251.070007,251.070007,142600
